
117,2131640,UTTAR PRADESH,KANPUR NAGAR,Senior Secondary Level,KINGS N QUEENS WORLD SCHOOL,Disaffiliated,prayagraj,View
118,2131653,UTTAR PRADESH,VARANASI,Secondary Level,NAV VANI SCHOOL,Disaffiliated,prayagraj,View
119,2131890,UTTAR PRADESH,SAHARANPUR,Senior Secondary Level,M.L.D. PUBLIC SCHOOL,Disaffiliated,Dehradun,View
120,2132216,UTTAR PRADESH,MATHURA,Senior Secondary Level,SANJAY PUBLIC SCHOOL,Disaffiliated,Noida,View
121,2132398,UTTAR PRADESH,KANPUR NAGAR,Secondary Level,RND EDUCATION CENTRE,Disaffiliated,prayagraj,View
122,2132757,UTTAR PRADESH,PRAYAGRAJ,Secondary Level,S P CONVENT SCHOOL,Disaffiliated,prayagraj,View
123,2133394,UTTAR PRADESH,BIJNOUR,Secondary Level,MILLENNIUM PUBLIC SCHOOL,Disaffiliated,Dehradun,View
124,2133677,UTTAR PRADESH,MIRZAPUR,Senior Secondary Level,RUDRA INTERNATIONAL SCHOOL,Disaffiliated,prayagraj,View
125,2133779,UTTAR PRADESH,GHAZIABAD,Senior Secondary Level,BABA INTER COLLEGE,Disaffiliated,Noida,View
126,2200006,ARUNACHAL PRADESH,WEST KEMENG,Senior Secondary Level,KENDRIYA VIDYALAYA,Disaffiliated,Guwahati,View
127,2220095,ARUNACHAL PRADESH,DIBANG VALLEY,Secondary Level,GOVT SEC SCHOOL,Disaffiliated,Guwahati,View
128,2220129,ARUNACHAL PRADESH,LOWER SUBANSIRI,Secondary Level,GOVT. SEC SCHOOL,Disaffiliated,Guwahati,View
129,2230033,ARUNACHAL PRADESH,CHANGLANG,Secondary Level,ASSAM RIFLES JUNIOR SCHOOL,Disaffiliated,Guwahati,View
130,2230071,ARUNACHAL PRADESH,CHANGLANG,Secondary Level,JAWLAI PUBLIC SCHOOL,Disaffiliated,Guwahati,View
131,230013,ASSAM,KAMRUP,Secondary Level,NATIONAL SCHOOL,Disaffiliated,Guwahati,View
132,2340004,MIZORAM,SAIHA,Secondary Level,JAWAHAR NAVODAYA VIDYALAYA,Disaffiliated,Guwahati,View
133,2430087,WEST BENGAL,PASCHIM BARDHAMAN,Secondary Level,DURGAPUR ISPAT VIDYALAYA,Disaffiliated,Bhubaneswar,View
134,2430190,WEST BENGAL,BIRBHUM,Secondary Level,THE LEVELFIELD SCHOOL,Disaffiliated,Bhubaneswar,View
135,2500003,ANDAMAN & NICOBAR,NICOBAR,Senior Secondary Level,KENDRIYA VIDYALAYA,Disaffiliated,Chennai,View
136,2520007,ANDAMAN & NICOBAR,SOUTH ANDAMAN,Secondary Level,GOVT SEC SCHOOL (TAMIL & ENGLISH),Disaffiliated,Chennai,View
137,2620005,CHANDIGARH,CHANDIGARH(UT),Secondary Level,GOVT HIGH SCHOOL,Disaffiliated,chandigarh,View
138,2630041,CHANDIGARH,CHANDIGARH(UT),Senior Secondary Level,SANJAY PUBLIC SCHOOL,Disaffiliated,chandigarh,View
139,2730341,DELHI,NEW DELHI,Secondary Level,KAMAL INTERNATIONAL SCHOOL,Disaffiliated,Delhi,View
140,2730362,DELHI,NORTH WEST DELHI,Senior Secondary Level,M N CONVENT SECONDARY SCHOOL,Disaffiliated,DELHI WEST,View
141,2730369,DELHI,NEW DELHI,Senior Secondary Level,SHIVAM MODEL SCHOOL,Disaffiliated,Delhi,View
142,2730383,DELHI,NORTH WEST DELHI,Senior Secondary Level,MOTHER KHAZANI CONVENT SCHOOL,Disaffiliated,DELHI WEST,View
143,2730509,DELHI,NEW DELHI,Secondary Level,ST VATS PUBLIC SCHOOL,Disaffiliated,Delhi,View
144,2730632,DELHI,NORTH WEST DELHI,Senior Secondary Level,JAI HIND PUBLIC SCHOOL,Disaffiliated,DELHI WEST,View
145,2730702,DELHI,NORTH WEST DELHI,Secondary Level,NAV DURGA ADARSH VIDYALAYA,Disaffiliated,DELHI WEST,View
146,2750001,DELHI,NORTH WEST DELHI,Senior Secondary Level,GOVT BOYS SR SEC SCHOOL,Disaffiliated,DELHI WEST,View
147,2750039,DELHI,NORTH WEST DELHI,Senior Secondary Level,GOVT BOYS SR SEC SCHOOL,Disaffiliated,DELHI WEST,View
148,2750155,DELHI,NORTH EAST DELHI,Secondary Level,SARVODAYA VIDYALAYA,Disaffiliated,DELHI WEST,View
149,2754021,DELHI,NEW DELHI,Senior Secondary Level,GOVT BOYS SR SEC SCHOOL NO-1,Disaffiliated,Delhi,View
150,2754025,DELHI,NEW DELHI,Senior Secondary Level,GOVT BOYS SR SEC SCHOOL,Disaffiliated,Delhi,View
151,2754108,DELHI,SOUTH DELHI,Senior Secondary Level,GOVT BOYS SR. SEC SCHOOL,Disaffiliated,Delhi,View
152,2764012,DELHI,NEW DELHI,Senior Secondary Level,GOVT CO-ED SR SEC SCHOOL,Disaffiliated,Delhi,View
153,2764014,DELHI,NEW DELHI,Senior Secondary Level,GOVT SARVODAYA GIRLS SR SEC SCH NO 1,Disaffiliated,Delhi,View
154,2764015,DELHI,NEW DELHI,Senior Secondary Level,GOVT GIRLS SR SEC SCHOOL NO-2,Disaffiliated,Delhi,View
155,2768031,DELHI,NEW DELHI,Senior Secondary Level,GOVT GIRLS SR SEC SCHOOL,Disaffiliated,Delhi,View
156,2774036,DELHI,SOUTH DELHI,Senior Secondary Level,N.P. CO EDUCATION SR. SEC. SCHOOL,Disaffiliated,Delhi,View
157,2776003,DELHI,NEW DELHI,Senior Secondary Level,RAJPUTANA RIFLES H M COED S S SCHOOL,Disaffiliated,Delhi,View
158,2778016,DELHI,NORTH DELHI,Senior Secondary Level,VIDYA GYAN MANDIR SR SEC SCHOOL,Disaffiliated,DELHI WEST,View
159,2788003,DELHI,NORTH DELHI,Senior Secondary Level,B P JAIPURIA GIRLS SR SEC SCHOOL,Disaffiliated,DELHI WEST,View
160,2788037,DELHI,NORTH DELHI,Senior Secondary Level,B N RASTOGI GIRLS SR SEC SCHOOL,Disaffiliated,DELHI WEST,View
161,2930019,PUDUCHERRY,KARAIKAL,Secondary Level,BRIGHT ACADEMY,Disaffiliated,Chennai,View
162,330067,BIHAR,PATNA,Senior Secondary Level,PATNA MUSLIM HIGH SCHOOL,Disaffiliated,Patna,View
163,330095,BIHAR,PATNA,Secondary Level,A V N ENGLISH SCHOOL,Disaffiliated,Patna,View
164,330125,BIHAR,PATNA,Senior Secondary Level,KIDDY CONVENT HIGH SCHOOL,Disaffiliated,Patna,View
